sex,gpa,physics,math,art,analytic,construct,electric,mechanic,specialty
0,87.9,75,92,0,1,0,0,0,C
1,92.9,80,87,1,1,1,0,0,C
1,92.9,80,77,1,1,1,0,0,C
1,92.9,80,81,1,1,1,0,0,C
1,92.9,80,87,1,1,1,0,0,C
1,83.9,71,75,0,1,0,1,0,F
0,85.9,73,78,0,1,0,1,0,F
0,90.9,78,76,1,1,1,0,0,G
0,92.9,80,82,1,1,1,0,0,G
0,97.9,85,86,1,1,1,0,0,G
0,87.8,75,71,0,1,1,1,0,A
1,92.8,80,75,0,1,1,1,0,A
1,95.8,83,82,0,1,1,1,0,A
1,90.8,78,88,1,1,1,0,0,C
0,92.8,80,77,1,1,1,0,0,C
1,99.8,87,81,1,1,1,0,0,C
0,82.8,70,72,0,1,0,0,0,D
1,89.8,77,80,0,1,0,1,0,F
1,97.8,85,87,0,1,0,1,0,F
0,94.7,82,83,0,1,1,1,0,A
0,78.7,66,77,0,1,0,0,0,D
0,86.7,74,76,0,1,0,0,0,D
1,83.7,71,67,0,1,0,1,0,F
1,87.7,75,84,0,1,0,1,0,F
1,94.7,82,86,0,1,0,1,0,F
0,94.7,82,92,1,1,1,0,0,G
0,95.7,83,82,1,1,1,0,0,G
1,94.6,82,75,0,1,1,1,0,A
1,96.6,84,88,0,1,1,1,0,A
1,93.6,81,80,0,0,1,1,1,B
1,92.6,80,81,1,1,1,0,0,C
1,88.6,76,70,0,1,0,1,0,F
0,96.6,84,93,1,1,1,0,0,G
1,92.5,80,81,1,1,1,0,0,C
1,86.5,74,70,0,0,1,0,1,E
0,89.5,77,81,1,1,1,0,0,G
0,89.4,77,97,0,1,1,1,0,A
0,96.4,84,82,0,0,1,1,1,B
0,82.4,70,84,0,1,0,0,0,C
0,92.4,80,85,1,1,1,0,0,C
1,92.4,80,82,1,1,1,0,0,C
1,93.4,81,84,1,1,1,0,0,C
0,93.4,81,93,0,1,0,0,0,C
0,82.4,70,73,0,1,0,0,0,D
1,87.4,75,76,0,1,0,1,0,F
1,90.4,78,91,0,1,0,1,0,F
1,92.4,80,80,0,1,0,1,0,F
1,92.3,80,84,0,1,1,1,0,A
0,92.3,80,80,0,0,1,1,1,B
1,88.3,76,81,1,1,1,0,0,C
0,98.3,86,91,1,1,1,0,0,C
1,86.3,74,88,0,1,0,0,0,D
1,98.3,86,93,0,1,0,1,0,F
0,95.2,83,82,0,1,1,1,0,A
1,93.2,81,93,0,0,1,1,1,B
1,98.2,86,86,0,0,1,1,1,B
0,95.2,83,96,1,1,1,0,0,C
0,98.2,86,87,1,1,1,0,0,C
0,89.2,77,77,0,1,0,0,0,D
1,84.2,72,78,0,0,1,0,1,E
1,82.2,70,80,0,1,0,1,0,F
0,92.2,80,75,0,1,0,1,0,F
0,94.2,82,82,1,1,1,0,0,G
1,89.1,77,81,0,1,1,1,0,A
0,92.1,80,81,0,1,1,1,0,A
1,94.1,82,90,0,1,1,1,0,A
0,96.1,84,87,0,1,1,1,0,A
0,96.1,84,81,0,1,1,1,0,A
1,87.1,75,86,0,0,1,1,1,B
1,96.1,84,87,0,0,1,1,1,B
1,93.1,81,85,1,1,1,0,0,C
1,93.1,81,86,1,1,1,0,0,C
0,93.1,81,75,0,1,0,0,0,C
1,94.1,82,75,1,1,1,0,0,C
0,96.1,84,86,1,1,1,0,0,C
0,97.1,85,87,1,1,1,0,0,C
1,78.9,91,80,0,1,0,0,0,D
0,95.1,83,88,1,1,1,0,0,G
0,97.1,85,78,1,1,1,0,0,G
0,97.1,85,81,1,1,1,0,0,G
1,87,75,80,0,1,1,1,0,A
1,89,77,90,0,1,1,1,0,A
1,99,87,96,0,0,1,1,1,B
1,92,80,83,1,1,1,0,0,C
0,92,80,82,1,1,1,0,0,C
0,94,82,82,1,1,1,0,0,C
1,90,78,77,0,0,1,0,1,E
0,92,80,80,0,1,0,1,0,F
1,92,80,85,0,1,0,1,0,F
0,94,82,75,1,1,1,0,0,G
1,94,82,85,1,1,1,0,0,G
1,92.9,81,83,0,1,1,1,0,A
0,96.9,85,99,0,1,1,1,0,A
0,93.9,82,86,1,1,1,0,0,C
1,91.9,80,92,0,1,0,0,0,D
1,91.9,80,84,0,0,1,0,1,E
0,86.8,75,81,0,1,1,1,0,A
0,96.8,85,84,0,1,1,1,0,A
1,91.8,80,74,0,0,1,1,1,B
1,92.8,81,75,0,0,1,1,1,B
1,94.8,83,82,0,0,1,1,1,B
1,91.8,80,80,1,1,1,0,0,C
1,97.8,86,94,1,1,1,0,0,C
0,89.8,78,78,0,1,0,1,0,F
1,93.8,82,77,0,1,0,1,0,F
1,91.8,80,78,1,1,1,0,0,G
0,92.7,81,92,0,1,1,1,0,A
0,96.7,85,90,1,1,1,0,0,C
0,96.7,85,82,1,1,1,0,0,C
1,89.7,78,72,1,1,1,0,0,G
1,91.6,80,99,0,1,1,1,0,A
1,91.6,80,83,0,1,1,1,0,A
0,98.6,87,91,0,1,1,1,0,A
1,86.4,98,97,0,0,1,1,1,B
1,95.6,84,87,0,0,1,1,1,B
1,92.6,81,83,1,1,1,0,0,C
1,66.6,55,55,0,1,0,0,0,D
1,95.6,84,82,0,0,1,0,1,E
0,96.6,85,93,1,1,1,0,0,G
1,97.5,86,90,0,1,1,1,0,A
1,92.5,81,76,0,0,1,1,1,B
1,92.5,81,76,0,0,1,1,1,B
1,94.5,83,84,0,0,1,1,1,B
0,97.5,86,80,1,1,1,0,0,C
1,95.5,84,96,0,1,0,0,0,D
0,89.5,78,80,0,1,0,1,0,F
0,94.5,83,85,1,1,1,0,0,G
1,97.4,86,96,0,1,1,1,0,A
1,92.4,81,92,1,1,1,0,0,C
1,96.4,85,84,1,1,1,0,0,C
1,82.4,71,67,0,1,0,0,0,D
1,92.4,81,73,0,1,0,1,0,F
0,93.4,82,80,1,1,1,0,0,G
0,95.4,84,84,1,1,1,0,0,G
1,96.4,85,83,1,1,1,0,0,G
0,96.3,85,94,0,1,1,1,0,A
1,93.3,82,93,1,1,1,0,0,C
1,97.3,86,82,1,1,1,0,0,C
0,98.3,87,99,1,1,1,0,0,C
1,88.3,77,75,0,1,0,0,0,D
1,89.2,78,73,0,1,1,1,0,A
1,91.2,80,83,0,1,1,1,0,A
0,91.2,80,75,0,1,1,1,0,A
0,97.2,86,85,0,1,1,1,0,A
0,97.2,86,88,0,1,1,1,0,A
1,99.2,88,90,0,0,1,1,1,B
1,91.2,80,83,1,1,1,0,0,C
1,91.2,80,92,1,1,1,0,0,C
0,92.2,81,76,1,1,1,0,0,C
0,93.2,82,90,1,1,1,0,0,C
0,94.2,83,80,1,1,1,0,0,C
0,96.2,85,93,1,1,1,0,0,C
1,96.2,85,91,1,1,1,0,0,C
0,93.2,82,75,0,1,0,0,0,D
0,91.2,80,75,0,0,1,0,1,E
1,81.2,70,83,0,1,0,1,0,F
0,96.2,85,91,1,1,1,0,0,G
1,98.1,87,93,0,1,1,1,0,A
1,91.1,80,80,1,1,1,0,0,C
1,95.1,84,87,1,1,1,0,0,C
1,86.1,75,92,0,1,0,0,0,D
1,98.1,87,91,0,1,0,0,0,D
1,88.1,77,73,0,0,1,0,1,E
1,83.9,95,64,0,1,0,1,0,F
0,91.1,80,81,0,1,0,1,0,F
0,98.1,87,88,1,1,1,0,0,G
1,86,75,67,0,0,1,1,1,B
1,97,86,88,0,0,1,1,1,B
1,89,78,74,1,1,1,0,0,C
0,82,71,62,0,1,0,0,0,D
1,95,84,80,0,0,1,0,1,E
0,96,85,86,1,1,1,0,0,G
0,97,86,93,1,1,1,0,0,G
1,90.9,80,97,0,1,1,1,0,A
0,95.9,85,85,0,1,1,1,0,A
1,90.9,80,90,0,0,1,1,1,B
0,91.9,81,80,1,1,1,0,0,C
1,86.9,76,71,0,1,0,0,0,D
1,90.9,80,74,0,0,1,0,1,E
1,94.9,84,90,0,1,0,1,0,F
1,90.8,80,88,0,1,1,1,0,A
1,98.8,88,97,1,1,1,0,0,C
0,94.8,84,75,1,1,1,0,0,G
0,97.8,87,92,1,1,1,0,0,G
1,90.7,80,76,0,1,1,1,0,A
1,91.7,81,80,0,1,1,1,0,A
0,95.7,85,90,0,1,1,1,0,A
0,94.7,84,83,0,0,1,1,1,B
0,91.7,81,73,1,1,1,0,0,C
1,94.7,84,85,1,1,1,0,0,C
1,88.7,78,83,0,0,1,0,1,E
0,86.7,76,70,0,1,0,1,0,F
0,91.7,81,80,1,1,1,0,0,G
0,85.6,75,72,0,1,1,1,0,A
1,94.6,84,87,0,1,1,1,0,A
0,87.6,77,75,1,1,1,0,0,C
1,91.6,81,93,1,1,1,0,0,C
1,92.6,82,86,1,1,1,0,0,C
0,94.6,84,76,1,1,1,0,0,C
0,97.6,87,85,1,1,1,0,0,C
1,91.6,81,73,0,1,0,0,0,D
1,88.5,78,84,0,1,1,1,0,A
1,94.5,84,90,0,1,1,1,0,A
0,95.5,85,88,0,1,1,1,0,A
1,90.5,80,88,0,0,1,1,1,B
0,94.4,84,90,0,1,1,1,0,A
0,96.4,86,80,0,1,1,1,0,A
0,98.4,88,93,0,1,1,1,0,A
1,91.4,81,74,1,1,1,0,0,C
1,91.4,81,80,1,1,1,0,0,C
0,92.4,82,91,1,1,1,0,0,C
1,93.4,83,83,1,1,1,0,0,C
1,95.4,85,80,1,1,1,0,0,C
1,97.4,87,91,1,1,1,0,0,C
1,91.4,81,90,0,1,0,1,0,F
1,92.4,82,80,0,1,0,1,0,F
0,90.4,80,90,1,1,1,0,0,G
0,94.4,84,92,1,1,1,0,0,G
0,94.4,84,86,1,1,1,0,0,G
1,95.4,85,91,1,1,1,0,0,G
0,97.4,87,90,1,1,1,0,0,G
1,95.3,85,80,0,1,1,1,0,A
1,95.3,85,90,0,1,1,1,0,A
0,95.3,85,96,1,1,1,0,0,C
0,86.3,76,80,0,1,0,0,0,D
0,92.3,82,83,0,1,0,0,0,D
1,82.7,93,91,0,0,1,0,1,E
1,94.3,84,83,1,1,1,0,0,G
0,97.3,87,94,1,1,1,0,0,G
0,90.2,80,99,0,1,1,1,0,A
1,92.2,82,84,0,0,1,1,1,B
1,90.2,80,85,1,1,1,0,0,C
1,92.2,82,93,1,1,1,0,0,C
1,92.2,82,80,1,1,1,0,0,C
0,96.2,86,85,1,1,1,0,0,C
1,98.2,88,88,1,1,1,0,0,C
1,83.2,73,85,0,1,0,0,0,D
1,81.2,71,72,0,1,0,1,0,F
1,82.2,72,70,0,1,0,1,0,F
1,84.2,74,65,0,1,0,1,0,F
1,91.2,81,91,1,1,1,0,0,G
0,92.2,82,93,1,1,1,0,0,G
0,97.2,87,90,1,1,1,0,0,G
1,87.1,77,74,0,0,1,1,1,B
1,94.1,84,90,0,0,1,1,1,B
0,93.1,83,80,1,1,1,0,0,C
1,86.1,76,70,0,1,0,0,0,D
1,81.1,71,86,0,1,0,1,0,F
1,88.1,78,87,0,1,0,1,0,F
1,90.1,80,96,0,1,0,1,0,F
1,92.1,82,86,0,1,0,1,0,F
0,93.1,83,74,0,1,0,1,0,F
1,93.1,83,81,1,1,1,0,0,G
0,90,80,80,0,0,1,1,1,B
1,91,81,80,0,0,1,1,1,B
1,90,80,80,1,1,1,0,0,C
0,91,81,90,1,1,1,0,0,C
1,92,82,87,1,1,1,0,0,C
0,95,85,92,1,1,1,0,0,C
1,78,88,83,0,1,0,0,0,D
1,96,86,77,0,1,0,1,0,F
1,93,83,82,1,1,1,0,0,G
0,96,86,82,1,1,1,0,0,G
1,89.9,80,72,0,0,1,1,1,B
1,91.9,82,79,0,0,1,1,1,B
1,86.9,77,97,1,1,1,0,0,C
1,90.9,81,76,1,1,1,0,0,C
1,90.9,81,90,1,1,1,0,0,C
1,93.9,84,74,1,1,1,0,0,C
0,97.9,88,98,1,1,1,0,0,C
0,83.9,74,76,0,1,0,0,0,D
1,92.9,83,88,0,1,0,1,0,F
0,90.9,81,85,1,1,1,0,0,G
0,94.9,85,76,1,1,1,0,0,G
1,94.8,85,85,0,1,1,1,0,A
0,97.8,88,82,0,1,1,1,0,A
1,92.8,83,85,0,0,1,1,1,B
1,79.8,70,82,0,1,0,0,0,D
0,93.8,84,82,0,0,1,0,1,E
1,85.8,76,80,0,1,0,1,0,F
1,94.7,85,82,0,1,1,1,0,A
0,96.7,87,86,0,1,1,1,0,A
1,96.7,87,85,0,0,1,1,1,B
0,86.7,77,73,0,1,0,1,0,F
1,92.7,83,75,0,1,0,1,0,F
0,89.7,80,76,1,1,1,0,0,G
1,89.6,80,70,0,1,1,1,0,A
1,89.6,80,74,0,1,1,1,0,A
1,90.6,81,75,0,1,1,1,0,A
1,93.6,84,86,0,0,1,1,1,B
1,86.6,77,80,1,1,1,0,0,C
0,89.6,80,80,1,1,1,0,0,C
1,90.6,81,83,1,1,1,0,0,C
1,92.6,83,91,1,1,1,0,0,C
0,92.6,83,81,1,1,1,0,0,C
1,83.6,74,82,0,1,0,1,0,F
0,92.6,83,74,1,1,1,0,0,G
1,94.6,85,95,1,1,1,0,0,G
0,97.6,88,94,1,1,1,0,0,G
0,97.5,88,83,0,1,1,1,0,A
0,87.5,78,73,0,0,1,1,1,B
0,83.5,74,66,0,1,0,0,0,D
1,89.5,80,76,0,1,0,0,0,D
1,92.5,83,81,0,1,0,1,0,F
0,95.5,86,77,1,1,1,0,0,G
1,97.5,88,85,1,1,1,0,0,G
1,94.4,85,91,0,1,1,1,0,A
0,95.4,86,83,0,1,1,1,0,A
0,70.4,61,55,0,1,0,0,0,D
1,77.4,68,70,0,1,0,0,0,D
1,93.4,84,80,0,0,1,0,1,E
1,82.4,73,70,0,1,0,1,0,F
1,90.4,81,84,0,1,0,1,0,F
0,84.3,75,80,0,1,1,1,0,A
1,93.3,84,90,0,1,1,1,0,A
1,95.3,86,86,0,1,1,1,0,A
1,96.3,87,94,0,0,1,1,1,B
0,97.3,88,96,0,0,1,1,1,B
1,80.7,90,80,1,1,1,0,0,C
1,92.3,83,82,1,1,1,0,0,C
0,84.3,75,94,1,1,1,0,0,G
0,94.3,85,84,1,1,1,0,0,G
0,96.3,87,90,1,1,1,0,0,G
0,91.2,82,80,0,1,1,1,0,A
0,97.2,88,80,0,1,1,1,0,A
1,89.2,80,75,0,1,0,1,0,F
1,89.8,99,94,0,1,0,1,0,F
1,96.2,87,78,0,1,0,1,0,F
0,86.2,77,80,1,1,1,0,0,G
0,90.2,81,90,1,1,1,0,0,G
0,92.2,83,86,1,1,1,0,0,G
1,92.1,83,85,0,1,1,1,0,A
1,90.1,81,90,1,1,1,0,0,C
1,74.1,65,55,0,1,0,0,0,D
1,80.1,71,65,0,1,0,0,0,D
0,85.1,76,74,0,1,0,0,0,D
1,84.1,75,67,0,1,0,1,0,F
1,91.1,82,90,0,1,0,1,0,F
1,91.1,82,82,0,1,0,1,0,F
1,89.9,99,93,1,1,1,0,0,G
0,97.1,88,91,1,1,1,0,0,G
1,92,83,78,0,1,1,1,0,A
1,92,83,80,0,0,1,1,1,B
1,95,86,93,1,1,1,0,0,C
1,95,86,88,1,1,1,0,0,C
1,96,87,78,1,1,1,0,0,C
1,82,73,75,0,1,0,0,0,D
0,89,80,80,1,1,1,0,0,G
1,85.9,77,67,0,1,1,1,0,A
1,88.9,80,78,0,1,1,1,0,A
0,82.9,74,76,0,1,0,0,0,C
1,90.9,82,93,1,1,1,0,0,C
0,93.9,85,80,1,1,1,0,0,C
1,79.9,71,70,0,1,0,0,0,D
1,90.1,99,90,0,0,1,0,1,E
0,84.9,76,90,0,1,0,1,0,F
0,88.9,80,90,1,1,1,0,0,G
0,89.9,81,83,1,1,1,0,0,G
0,91.9,83,81,1,1,1,0,0,G
0,98.8,90,92,0,1,1,1,0,A
0,91.8,83,92,1,1,1,0,0,C
0,92.8,84,77,1,1,1,0,0,C
1,96.8,88,84,1,1,1,0,0,C
0,95.8,87,90,0,1,0,1,0,F
0,93.8,85,80,1,1,1,0,0,G
0,94.8,86,90,1,1,1,0,0,G
1,89.7,81,86,0,1,1,1,0,A
1,90.7,82,80,0,1,1,1,0,A
0,95.7,87,83,0,1,1,1,0,A
0,98.7,90,93,0,1,1,1,0,A
1,90.3,99,92,0,0,1,1,1,B
1,94.7,86,86,1,1,1,0,0,C
1,78.7,70,75,0,1,0,0,0,D
1,90.7,82,72,0,0,1,0,1,E
1,90.7,82,78,0,1,0,1,0,F
1,95.7,87,77,1,1,1,0,0,G
0,92.6,84,83,0,1,1,1,0,A
0,95.6,87,97,0,1,1,1,0,A
0,95.6,87,85,0,1,1,1,0,A
1,88.6,80,74,0,0,1,1,1,B
1,91.6,83,73,1,1,1,0,0,C
1,95.6,87,99,1,1,1,0,0,C
1,95.6,87,93,1,1,1,0,0,C
1,96.6,88,88,1,1,1,0,0,C
0,92.6,84,83,0,1,0,0,0,D
1,93.6,85,92,0,1,0,1,0,F
1,88.5,80,71,0,0,1,1,1,B
1,93.5,85,88,1,1,1,0,0,C
1,96.5,88,90,0,1,0,1,0,F
0,92.5,84,74,1,1,1,0,0,G
1,91.4,83,84,0,1,1,1,0,A
0,93.4,85,91,0,1,1,1,0,A
0,93.4,85,77,0,0,1,1,1,B
0,94.4,86,82,0,0,1,1,1,B
1,89.4,81,88,1,1,1,0,0,C
1,89.4,81,86,1,1,1,0,0,C
1,94.4,86,82,1,1,1,0,0,C
0,91.4,83,81,0,1,0,1,0,F
1,93.3,85,91,0,1,1,1,0,A
1,95.3,87,83,0,0,1,1,1,B
1,79.3,71,60,0,1,0,0,0,D
1,88.3,80,81,0,1,0,1,0,F
0,94.3,86,76,1,1,1,0,0,G
0,91.2,83,82,0,1,1,1,0,A
1,88.2,80,84,0,0,1,1,1,B
1,93.2,85,90,1,1,1,0,0,C
0,93.2,85,85,1,1,1,0,0,C
0,94.2,86,85,1,1,1,0,0,C
0,82.2,74,80,0,1,0,0,0,D
1,83.2,75,91,0,0,1,0,1,E
1,92.2,84,95,0,1,0,1,0,F
0,88.1,80,83,0,0,1,1,1,B
1,90.9,99,73,0,0,1,0,1,E
0,90.9,99,74,0,1,0,1,0,F
0,98.1,90,83,1,1,1,0,0,G
1,95,87,82,0,1,1,1,0,A
0,93,85,86,1,1,1,0,0,C
1,96,88,93,1,1,1,0,0,C
0,98,90,93,1,1,1,0,0,C
1,89,81,72,0,1,0,0,0,D
1,86,94,83,0,0,1,0,1,E
1,93,85,75,0,1,0,1,0,F
1,87.9,80,87,0,1,1,1,0,A
1,94.9,87,75,0,1,1,1,0,A
0,91.1,99,84,1,1,1,0,0,C
1,85.9,78,73,0,0,1,0,1,E
1,90.1,98,84,0,0,1,0,1,E
1,87.9,80,78,1,1,1,0,0,G
0,97.9,90,99,1,1,1,0,0,G
0,98.8,91,91,0,1,1,1,0,A
0,91.8,84,85,1,1,1,0,0,C
1,92.8,85,82,1,1,1,0,0,C
1,92.8,85,81,1,1,1,0,0,C
1,93.8,86,75,1,1,1,0,0,C
1,84.8,77,66,0,1,0,0,0,D
1,83.8,76,75,0,0,1,0,1,E
1,95.8,88,81,0,1,0,1,0,F
1,84.8,77,84,1,1,1,0,0,G
1,92.8,85,80,1,1,1,0,0,G
1,91.7,84,78,0,1,1,1,0,A
1,93.7,86,82,0,1,1,1,0,A
1,97.7,90,97,0,1,1,1,0,A
1,87.7,80,75,0,0,1,1,1,B
1,91.3,99,90,0,0,1,1,1,B
1,95.7,88,84,0,0,1,1,1,B
1,90.7,83,88,1,1,1,0,0,C
1,91.3,99,73,1,1,1,0,0,C
1,91.7,84,81,1,1,1,0,0,C
1,78.7,71,63,0,1,0,0,0,D
1,93.7,86,91,0,1,0,1,0,F
1,88.6,81,90,0,1,1,1,0,A
0,92.6,85,82,0,1,1,1,0,A
1,91.6,84,90,1,1,1,0,0,C
1,92.6,85,80,1,1,1,0,0,C
1,93.6,86,92,1,1,1,0,0,C
0,90.6,83,71,0,1,0,1,0,F
0,97.6,90,86,1,1,1,0,0,G
0,95.5,88,77,0,1,1,1,0,A
1,87.5,80,70,0,1,0,0,0,D
0,92.5,85,80,0,0,1,0,1,E
1,92.5,85,75,0,1,0,1,0,F
1,98.4,91,97,0,1,1,1,0,A
1,92.4,85,86,1,1,1,0,0,C
1,95.4,88,92,1,1,1,0,0,C
0,95.4,88,88,0,1,0,0,0,D
1,82.6,90,67,0,0,1,0,1,E
1,91.4,84,84,0,0,1,0,1,E
1,87.6,95,89,0,1,0,1,0,F
0,98.4,91,86,1,1,1,0,0,G
1,91.3,84,81,0,1,1,1,0,A
1,91.3,84,84,0,1,1,1,0,A
0,98.3,91,93,0,1,1,1,0,A
1,93.3,86,95,1,1,1,0,0,C
0,93.3,86,80,1,1,1,0,0,C
1,95.3,88,86,1,1,1,0,0,C
0,95.3,88,81,1,1,1,0,0,C
0,93.3,86,84,1,1,1,0,0,G
0,97.3,90,90,1,1,1,0,0,G
1,88.8,96,94,0,1,1,1,0,A
1,87.2,80,87,1,1,1,0,0,C
1,87.2,80,76,0,1,0,1,0,F
1,87.2,80,80,0,1,0,1,0,F
0,97.1,90,85,0,1,1,1,0,A
1,98.1,91,97,0,1,1,1,0,A
1,94.1,87,96,1,1,1,0,0,C
0,83.1,76,74,0,0,1,0,1,E
1,88.1,81,80,0,1,0,1,0,F
0,93,86,77,0,1,1,1,0,A
1,93,86,92,0,1,1,1,0,A
0,92,85,82,1,1,1,0,0,C
1,88,81,70,0,0,1,0,1,E
1,92,85,88,1,1,1,0,0,G
1,94.9,88,94,0,1,1,1,0,A
1,88.1,95,90,1,1,1,0,0,C
1,89.9,83,80,1,1,1,0,0,C
1,91.9,85,81,1,1,1,0,0,C
1,92.9,86,79,1,1,1,0,0,C
1,93.9,87,87,1,1,1,0,0,C
0,97.9,91,86,1,1,1,0,0,C
0,97.9,91,91,1,1,1,0,0,G
0,90.8,84,91,0,1,1,1,0,A
1,96.8,90,77,0,1,1,1,0,A
1,96.8,90,86,0,1,1,1,0,A
0,97.8,91,92,0,0,1,1,1,B
1,88.8,82,83,1,1,1,0,0,C
1,88.8,82,76,1,1,1,0,0,C
1,94.8,88,90,1,1,1,0,0,C
1,74.8,68,77,0,1,0,0,0,D
1,84.2,91,74,0,0,1,0,1,E
0,97.8,91,94,1,1,1,0,0,G
0,94.7,88,90,0,1,1,1,0,A
0,97.7,91,90,0,1,1,1,0,A
1,93.7,87,92,0,0,1,1,1,B
1,91.7,85,85,1,1,1,0,0,C
1,97.7,91,91,1,1,1,0,0,C
0,97.7,91,85,1,1,1,0,0,C
0,83.3,90,66,0,1,0,0,0,D
1,88.7,82,75,0,0,1,0,1,E
1,91.7,85,83,0,0,1,0,1,E
1,88.7,82,91,0,1,0,1,0,F
1,88.6,82,86,1,1,1,0,0,C
1,92.6,86,80,1,1,1,0,0,C
1,97.6,91,93,1,1,1,0,0,C
0,83.6,77,80,0,1,0,0,0,D
0,89.4,96,83,0,1,0,0,0,D
1,93.6,87,80,0,0,1,0,1,E
1,87.6,81,90,0,1,0,1,0,F
0,98.6,92,96,1,1,1,0,0,G
0,93.5,87,92,1,1,1,0,0,C
1,97.5,91,84,1,1,1,0,0,C
0,91.5,85,93,1,1,1,0,0,G
0,91.4,85,72,0,1,1,1,0,A
0,93.4,87,92,0,1,1,1,0,A
1,96.4,90,94,0,1,1,1,0,A
1,83.4,77,80,1,1,1,0,0,C
0,91.4,85,83,1,1,1,0,0,C
0,91.4,85,82,1,1,1,0,0,C
1,96.4,90,80,1,1,1,0,0,C
1,83.3,77,84,0,1,1,1,0,A
1,92.3,86,85,0,1,1,1,0,A
1,94.3,88,97,0,1,1,1,0,A
1,97.3,91,90,0,1,1,1,0,A
1,96.3,90,95,0,0,1,1,1,B
1,75.7,82,71,0,1,0,0,0,D
1,86.3,80,67,0,0,1,0,1,E
1,96.2,90,90,0,1,1,1,0,A
1,97.2,91,94,1,1,1,0,0,C
1,76.2,70,62,0,1,0,0,0,D
0,91.2,85,83,1,1,1,0,0,G
0,94.2,88,92,1,1,1,0,0,G
1,86.1,80,85,0,1,1,1,0,A
1,96.1,90,93,0,1,1,1,0,A
1,96.1,90,88,0,1,1,1,0,A
1,92.1,86,99,1,1,1,0,0,C
0,96.1,90,92,1,1,1,0,0,C
1,97.1,91,90,1,1,1,0,0,C
0,79.1,73,72,0,1,0,0,0,D
1,93.1,87,88,0,0,1,0,1,E
1,90.1,84,85,0,1,0,1,0,F
1,92.1,86,87,0,1,0,1,0,F
0,97.1,91,80,0,1,0,1,0,F
0,88.1,82,85,1,1,1,0,0,G
1,92.9,99,88,1,1,1,0,0,G
1,97.1,91,92,1,1,1,0,0,G
0,91,85,76,0,0,1,1,1,B
1,90,84,82,1,1,1,0,0,C
1,93,99,85,1,1,1,0,0,C
0,97,91,91,1,1,1,0,0,C
1,98,92,96,1,1,1,0,0,C
1,93,99,95,0,1,0,1,0,F
0,86,80,90,1,1,1,0,0,G
1,95.9,90,85,0,1,1,1,0,A
0,96.9,91,80,0,1,1,1,0,A
0,97.9,92,88,0,1,1,1,0,A
1,85.9,80,90,0,0,1,1,1,B
1,91.9,86,88,1,1,1,0,0,C
1,91.9,86,91,1,1,1,0,0,C
1,92.1,98,92,1,1,1,0,0,C
1,93.9,88,93,1,1,1,0,0,C
0,96.9,91,93,1,1,1,0,0,C
1,97.9,92,94,1,1,1,0,0,C
0,80.9,75,64,0,1,0,0,0,D
1,97.9,92,94,0,0,1,0,1,E
0,89.1,95,85,0,1,0,1,0,F
1,96.9,91,90,1,1,1,0,0,G
